ACCTAGE,DDA,DDABAL,DEP,DEPAMT,CASHBK,CHECKS,DIRDEP,NSF,NSFAMT,PHONE,TELLER,SAV,SAVBAL,ATM,ATMAMT,POS,POSAMT,CD,CDBAL,IRA,IRABAL,LOC,LOCBAL,INV,INVBAL,ILS,ILSBAL,MM,MMBAL,MMCRED,MTG,MTGBAL,CC,CCBAL,CCPURC,SDB,INCOME,HMOWN,LORES,HMVAL,AGE,CRSCORE,MOVED,INAREA,INS,BRANCH,RES
9.3,1,10308.95,1,334.89,0,2,1,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,56,0,5.5,135,58,662,0,1,0,B15,S
1.1,1,7.67,1,2.18,0,0,0,0,0,0,0,1,9500.94,0,0,0,0,1,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,1,11.5,78,63,638,0,1,1,B4,S
8.6,1,885.53,5,4739.2,0,3,0,1,6.13,1,1,1,2.16,1,3641.73,0,0,0,0,1,1984.65,0,0,1,17915.33,0,0,1,15925.49,2,0,0,1,4390.28,3,1,,,,,,714,0,1,1,B16,R
0.9,1,1802.36,1,72.88,0,0,0,0,0,0,0,0,0,1,170.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3619.66,1,0,,,,,,656,0,1,1,B2,S
4.5,0,0,0,0,0,0,0,0,0,0,0,1,20.88,1,4313.76,0,0,0,0,0,0,1,41518.81,0,0,0,0,0,0,0,0,0,1,42069.46,0,0,45,1,9,106,63,702,0,1,1,B6,S
4.3,1,467.35,1,106.04,0,0,0,0,0,0,1,1,2821.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,6,114,52,662,0,1,0,B4,R
4.3,1,10061.87,5,5973.51,0,20,0,0,0,1,7,1,27432.33,1,0,0,0,1,300,0,0,0,0,0,0,0,0,0,0,0,1,91946.05,1,91018.06,1,0,,1,,,,702,0,1,1,B8,S
3.6,1,912.34,7,5482.3,0,8,0,0,0,1,0,1,2683.41,1,2197.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,9,99,42,690,0,1,0,B5,R
4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,7.5,126,70,735,0,1,0,B13,U
1,1,1829.34,2,2291.14,0,2,0,0,0,3,2,1,2981.08,1,413.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,263.55,0,0,47,1,7,113,57,724,0,1,1,B5,R
23.4,1,851.47,3,2467.41,0,5,1,0,0,0,1,1,756.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,5,111,,,0,1,0,B3,S
2.9,1,86.14,1,100.58,0,1,0,0,0,,1,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,75,1,6.5,107,62,694,0,1,0,B19,U
0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,665,0,0,0,B2,R
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14889.65,0,0,0,1,37.24,0,0,30,1,8.5,94,52,602,0,0,1,B4,U
2.6,1,528.54,3,2333.75,0,6,0,0,0,0,0,1,48.53,1,2550.11,1,21.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,673,0,1,0,B12,R
15.8,1,223.47,6,2237.17,0,8,0,0,0,0,3,1,17184.9,0,0,0,0,1,8700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,3.5,108,53,726,0,1,0,B5,R
8.2,1,1169.27,2,859.45,0,2,1,0,0,0,2,1,1675.44,1,581.39,0,0,0,0,1,2065.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,96,33,644,0,1,1,B6,U
1.3,1,172.69,4,1086.83,0,5,0,0,0,,2,0,0,1,875.08,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,50,1,7,118,41,672,0,1,0,B15,U
4.7,1,576.74,4,3522.63,0,8,1,0,0,0,1,0,0,1,89.99,2,134.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,6,107,58,683,0,1,0,B3,U
4,1,1303.54,2,5587.34,0,5,0,0,0,0,2,0,0,1,917.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,9.5,108,39,615,0,1,0,B2,U
0.6,1,52.02,5,1639.55,0,7,0,1,275.15,3,0,1,0,1,1926.25,6,191.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,4,145,53,660,0,1,0,B17,R
2.2,1,393.56,2,1089.82,0,4,0,0,0,2,2,0,0,1,546.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,725,0,1,0,B5,R
0.5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,18,1,9,89,47,689,0,1,0,B18,U
1.9,1,21.18,0,0,0,0,0,0,0,0,0,1,3034.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,9,83,47,639,0,0,1,B5,S
12.2,1,16.98,1,2211.69,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,10,97,78,700,0,1,0,B1,U
5.5,1,1119.08,1,488.66,0,0,1,0,0,0,0,0,0,1,779.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,682,0,1,0,B2,S
2.5,1,270.66,5,1427.64,0,5,1,0,0,6,0,0,0,1,1878.23,2,80.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,92,30,599,0,1,0,B1,U
0.9,1,3461.6,1,297.97,0,0,0,0,0,0,1,1,871.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17234.87,0,0,0,1,246.27,0,0,44,0,4,120,38,672,0,1,1,B7,S
3.7,0,0,0,0,0,0,0,0,0,0,0,1,54.42,1,4249.54,0,0,0,0,1,520.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,667,0,1,0,B3,S
3.3,1,437.49,5,1606.71,0,3,0,0,0,,2,0,0,1,2632.04,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,38,1,8,101,45,723,0,1,0,B15,S
6.1,1,556.5,5,3536.91,0,10,1,0,0,5,4,0,0,1,2658.15,20,639.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,4,126,26,614,0,1,0,B6,S
7.4,1,153.31,2,813.9,0,2,0,0,0,0,0,0,0,1,1562.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1349.49,1,1,156,0,3,189,22,559,0,1,0,B4,S
0.8,1,708.98,2,857.58,0,2,0,0,0,0,1,0,0,1,55.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,676,0,1,0,B2,R
,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1,24500,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,37,1,6.5,117,73,680,0,1,1,B15,U
7.3,0,0,0,0,0,0,0,0,0,0,0,1,3315.69,1,2770.38,12,711.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,207184.52,1,207491.6,1,0,,1,,,,708,0,1,1,B5,U
1.5,1,279.19,8,978.69,0,6,0,0,0,2,0,1,259.03,1,1014.73,0,0,1,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,7,95,43,639,0,1,0,B4,S
4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15078.81,1,0,0,1,0,0,0,72,0,3,123,28,593,0,1,1,B10,R
1.9,1,154.4,3,885.55,0,2,1,1,20.34,6,0,0,0,1,572.92,7,158.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,7.5,82,44,669,0,1,0,B2,S
12.5,1,906.14,2,1741.42,0,10,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2211.04,0,0,58,0,4.5,124,38,664,0,1,0,B4,U
4.2,1,10079.65,4,8853.74,0,8,1,1,85.34,0,1,0,0,1,9270.41,2,81.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,8,97,66,696,0,1,0,B4,U
4.8,1,694.07,2,5893.82,0,4,0,1,65.98,1,3,0,0,1,14612.58,0,0,1,4000,0,0,1,31997.38,0,0,0,0,1,15451.27,0,0,0,1,35255.41,2,1,25,1,3.5,95,39,658,0,1,1,B8,U
,1,3650.33,1,3026.63,0,8,1,0,0,0,0,1,72.47,1,137.51,0,0,0,0,0,0,1,11664.62,0,0,0,0,0,0,0,0,0,1,16176.83,1,0,30,1,14.5,109,60,716,0,1,0,B2,S
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14879.66,0,0,0,0,0,0,0,34,0,2,112,47,658,0,1,0,B1,S
5.4,1,462.48,2,493.95,0,1,0,0,0,,2,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,38,1,8.5,106,62,661,0,1,0,B15,S
2.7,1,1285.25,3,3891.55,0,11,1,0,0,,5,1,30.74,1,579.58,,,1,8700,0,0,1,9705.83,,,0,0,0,0,0,0,0,,,,0,160,1,5.5,184,50,699,0,1,0,B15,U
2.8,1,5847.04,3,4507.44,0,7,0,0,0,0,1,0,0,1,530.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,7,105,68,670,0,1,0,B13,R
4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,32,0,7,105,42,629,0,1,1,B5,R
1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8800,0,0,0,0,1,0,1,10064.97,0,0,0,0,0,1,10849.47,0,0,10,1,13,95,61,699,0,1,0,B16,R
10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14915.49,0,0,0,0,0,0,0,,,,,,663,0,1,1,B2,S
4.4,1,992.44,2,681.33,0,6,0,0,0,0,0,0,0,1,804.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,659,0,1,1,B2,U
14,1,767.9,1,1095.86,0,0,0,0,0,0,0,1,551.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,12,104,57,702,0,1,0,B5,U
4.6,1,145.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,664.15,1,0,57,0,3.5,122,60,703,0,1,0,B16,R
4.1,1,2569.34,2,1663.74,0,0,0,0,0,0,5,1,469.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1,11,93,68,716,0,1,1,B1,S
,1,230.91,4,6459.77,0,17,1,1,116.26,6,3,1,895.31,1,3683.63,1,99.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2472.64,0,0,24,1,8.5,103,51,614,0,1,1,B1,U
4.3,1,864.49,2,1116.98,0,4,1,0,0,0,2,1,258.11,1,372.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,6,97,42,604,0,1,0,B8,U
2.9,1,112.03,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102034.73,1,101777.74,1,0,,1,,,,669,0,1,0,B2,S
3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,10.5,87,47,689,0,1,0,B4,S
3,1,1631.94,2,5316.63,0,7,0,0,0,0,1,1,592.37,1,5628.15,1,117.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,107,54,649,0,1,0,B2,U
4.9,0,0,0,0,0,0,0,0,0,0,0,1,273.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15323.44,1,0,0,1,0,0,0,22,1,7.5,84,42,600,0,0,1,B1,U
5.5,1,2889.83,3,1387.11,0,3,1,0,0,0,0,1,1705.15,1,248.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48,1,9.5,108,79,692,0,1,0,B1,S
0.9,1,125.97,2,440.17,0,1,1,0,0,0,0,1,886.35,1,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,12,114,55,624,0,1,0,B13,U
6.6,1,200.04,2,605.44,0,5,0,0,0,0,3,1,5496.42,0,0,2,115.92,1,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,1,8,138,37,647,0,1,0,B3,R
2.7,1,1185.47,2,2494.19,0,10,0,1,11.05,1,1,0,0,1,2279.29,2,88.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,85,52,659,0,1,0,B5,S
,1,36.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,5.5,111,36,654,0,0,0,B4,U
3.8,1,648.33,2,1009.97,0,14,1,0,0,1,4,1,690.37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1100.43,0,0,56,1,8,119,53,696,0,1,0,B4,S
4,1,40.85,2,499.68,0,1,0,0,0,0,1,0,0,1,586.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,9,89,56,728,0,1,0,B4,S
2.3,1,157.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78849.59,1,75723.47,0,0,45,1,9.5,107,48,638,0,0,0,B16,R
3.7,1,75.19,1,2777.32,0,0,0,0,0,1,0,0,0,1,1723.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,6.5,82,63,629,0,1,1,B5,S
4.6,0,0,0,0,0,0,0,0,0,0,0,1,825.54,1,77.89,0,0,1,613600,0,0,0,0,1,13291.7,0,0,1,14964.19,0,0,0,1,2713.29,2,0,61,1,9.5,117,54,633,0,1,1,B3,S
14.3,1,301.76,2,1044.98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15311.21,1,0,0,0,0,0,0,22,0,6,98,41,695,0,1,0,B5,S
2.4,1,80.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.75,0,0,9,1,10.5,78,77,782,0,0,0,B6,S
17,1,537.58,4,2977.9,0,6,0,0,0,,1,1,105.97,1,3064.46,,,0,0,1,3856.83,1,10649.43,,,0,0,0,0,0,1,35945.17,,,,0,15,1,9,95,41,711,0,1,0,B15,U
1.1,1,1633.65,5,2477.28,0,8,1,0,0,1,4,0,0,1,69.02,0,0,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,691,0,1,1,B2,S
2.8,1,193.59,3,1416.33,0,3,1,0,0,1,0,1,62.85,1,1156.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,6,93,57,670,0,1,0,B3,U
4,1,268.1,3,1111.12,0,2,0,0,0,0,4,1,11167.65,1,643.97,5,102.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,780.2,0,0,11,0,6.5,89,36,649,0,1,1,B1,R
0.4,1,220.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1,10,104,65,655,0,1,0,B3,U
13.8,1,251.85,3,1296.89,0,2,0,0,0,0,5,1,4267.03,1,685.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4649.61,3,0,,,,,,560,0,1,0,B4,U
4.8,0,0,0,0,0,0,0,0,0,0,0,1,71393.91,1,23304.81,0,0,1,25200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127.77,0,0,29,1,9.5,92,55,630,0,1,1,B2,R
2.1,1,217.96,2,342.03,0,2,0,0,0,0,1,0,0,1,88.85,1,38.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,0,8.5,121,53,648,0,1,0,B4,U
2.9,1,245.13,2,510.54,0,1,0,1,7.64,0,2,0,0,1,166.48,0,0,1,7900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,6,120,39,691,0,1,0,B12,U
8,1,1289.73,2,1842.04,0,1,0,0,0,0,1,1,36230.83,0,0,0,0,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,637,0,1,1,B4,U
,1,1158.45,6,4679.09,0,10,1,0,0,0,6,1,475.61,1,45.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,762.44,3,0,32,1,10.5,102,44,654,0,1,0,B4,R
4.5,0,0,0,0,0,0,0,0,0,0,0,1,15773.5,0,0,0,0,1,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,5.5,108,29,618,0,1,1,B1,U
1.3,1,2357.1,2,1661.38,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,1,7.5,109,61,695,0,1,0,B16,R
0.3,1,92.75,4,2222.92,0,2,0,0,0,0,1,1,13549.63,1,2710.09,3,307.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,652,0,1,0,B17,R
20.9,1,220.03,3,1230.25,0,20,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2491.62,0,0,31,1,9.5,98,40,614,0,1,0,B4,U
1.9,1,5496.3,2,3444.02,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,6,112,45,651,0,1,0,B8,S
15.7,1,22289.16,5,8271.87,0,7,0,0,0,0,12,1,69319.05,0,0,0,0,0,0,0,0,1,1176.79,1,0,0,0,0,0,0,1,338076.09,1,318495.85,0,0,50,1,3,173,44,670,0,1,1,B1,U
11,1,84.54,2,911.77,0,1,0,0,0,0,0,0,0,1,1121.7,3,114.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5.5,87,55,644,0,1,0,B9,U
,1,1848.42,2,1307.78,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,2.5,120,50,608,0,1,1,B4,U
20.4,1,1285.13,5,4250.22,0,16,0,0,0,0,10,1,6833.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1597.32,0,0,,,,,,661,0,1,0,B9,U
2.1,1,1495.3,2,1689.45,0,3,1,0,0,0,2,1,1944.64,1,648.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.97,0,1,48,0,6,120,50,666,0,1,1,B2,U
3,1,3742.93,2,832.69,0,0,1,0,0,0,0,1,11.6,0,0,0,0,1,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,3.5,115,32,678,0,1,1,B1,U
4.3,1,1110.01,2,1897.95,0,6,0,0,0,0,0,1,13411.49,1,3896.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9,1,0,51,1,10,122,33,626,0,1,0,B16,R
38.1,1,22296.29,2,958.12,0,3,1,0,0,0,2,1,57168.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,12.5,122,61,696,0,1,1,B4,S
12.1,1,336.12,2,2012.04,0,10,0,0,0,0,1,1,1469.71,1,2059.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4156.51,0,0,34,0,1.5,108,38,616,0,1,1,B3,S
,1,328.19,2,442.51,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,10.5,100,52,666,0,1,1,B3,U
3.2,1,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,6,106,34,658,0,1,0,B5,S
4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,1,13.5,94,44,646,0,1,0,B16,R
3.8,1,223.65,1,96.42,0,0,0,0,0,0,0,0,0,1,117.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4857.55,0,0,26,1,9,100,40,597,0,1,0,B4,S
3.3,1,33.47,2,1482.29,2,2,1,1,11.04,0,3,1,299.19,1,124.73,1,9.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,5,99,35,664,0,1,0,B16,R
0.8,1,18935.85,1,294.26,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,11,116,52,654,0,1,1,B4,S
24.1,1,1132.5,3,2374.03,0,5,1,0,0,0,2,1,11153.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,4.5,118,54,627,0,1,0,B4,U
4.8,0,0,0,0,0,0,0,0,0,0,0,1,33410.32,1,638.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.76,0,0,73,1,8,108,46,648,0,1,1,B3,S
12.6,1,1171.13,4,3353.3,0,19,0,0,0,0,9,0,0,1,16.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,207.38,0,0,,,,,,703,0,1,0,B7,U
,1,657.95,3,1307.37,0,7,0,0,0,0,0,1,302.55,1,1440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1088.64,1,0,44,0,3.5,126,22,637,0,1,0,B13,U
4.8,1,126.88,2,300.7,0,1,0,1,15.45,1,0,0,0,1,260.6,1,24.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4.5,99,56,653,0,1,0,B8,S
1.9,1,194.62,1,471.28,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,11.5,78,55,651,0,1,0,B2,U
6,1,365.48,2,1857.72,0,15,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1793.13,0,0,59,0,4,114,38,664,0,1,0,B7,R
4.6,1,145.9,2,52.27,0,1,0,0,0,0,0,0,0,1,56.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,8,100,60,719,0,1,0,B16,R
3.1,1,839.62,6,7694.88,0,8,1,0,0,1,0,1,13322.14,1,7337.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1,7,86,62,669,0,1,1,B3,U
0.3,1,4993.99,1,4863.36,0,2,0,0,0,0,4,0,0,1,1125.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,626,0,1,1,B2,U
4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,12,97,19,618,0,1,1,B4,U
18.5,1,4517.1,4,12189,0,8,1,0,0,0,4,0,0,1,2779.14,0,0,1,7700,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2053.85,0,0,,,,,,703,0,1,0,B16,R
6.8,1,651.95,6,4101.94,0,18,1,1,19.46,2,3,1,39.31,1,0,4,206.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,8.5,100,69,680,0,1,1,B4,U
4.3,1,249.42,2,1897.69,0,8,0,0,0,,0,1,0,1,1942,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,90,0,2.5,141,58,670,0,1,0,B15,R
0.5,1,58.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,632,0,0,0,B2,U
2,1,3916.15,2,5918.45,0,5,0,0,0,,0,0,0,1,7105.98,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,78,0,3.5,138,28,602,0,1,0,B14,R
11,1,5382.07,4,3161.02,0,8,1,1,11.93,0,2,1,474.2,1,6554.23,2,301.45,0,0,0,0,0,0,0,0,0,0,1,18562.86,1,0,0,0,0,0,0,17,1,10.5,98,37,639,0,1,1,B2,S
4.4,1,2398.88,2,1936.61,0,13,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1,9.5,156,53,683,0,1,0,B3,S
0.7,1,4876.03,2,4826.71,0,3,0,0,0,0,1,0,0,1,6909.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,3.5,127,25,589,0,1,0,B1,U
8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15036.44,0,0,0,0,0,0,0,40,0,7.5,122,46,644,0,1,0,B5,R
2.5,1,232.24,3,547.2,0,0,0,0,0,0,1,0,0,1,688.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,9.5,91,41,712,0,1,0,B8,U
0.9,1,658.09,0,0,0,0,0,0,0,0,1,0,0,1,87.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,13.5,121,50,664,1,1,0,B1,U
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,1,6.5,88,64,724,0,1,0,B6,U
35.9,1,20413.05,2,2467.75,0,5,1,0,0,0,1,1,9058.39,0,0,0,0,0,0,0,0,1,115.18,0,0,1,11948.98,0,0,0,0,0,1,5924.18,0,0,55,1,8.5,154,55,730,0,1,0,B6,U
1.3,1,991.17,3,1249.84,0,2,0,0,0,0,4,0,0,1,59.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,106,40,590,0,1,0,B6,S
4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1305.13,0,0,9,1,11.5,92,78,721,0,1,1,B17,R
0.6,1,-2.04,2,1182.19,0,0,0,1,6.03,0,2,0,0,1,0,0,0,1,8300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,682,0,1,0,B2,S
